,Loc,Traffic
10323-12129,,12695096.0
10023-19351,,12692741.0
10022-22657,,12691002.0
9469-19155,"(23.09222, 113.3306)",12688725.0
10015-20378,"(23.12463, 113.54639)",12684519.0
9467-16717,"(23.127688, 113.228654)",12679661.0
9489-27222,"(23.132096, 113.247489)",12678592.0
10031-27965,"(22.80019, 113.5558)",12675059.0
9452-11123,"(23.12573, 113.28789)",12674660.0
10309-65401,,12673604.0
9483-48764,"(23.09958, 113.43943)",12669799.0
10320-45006,"(23.2229, 113.26393)",12665119.0
9741-33908,,12661879.0
10325-50188,"(23.17106, 113.37048)",12659457.0
10307-47297,,12657111.0
10011-51181,,12654936.0
9461-20788,,12654387.0
9493-52409,"(23.12513, 113.39248)",12650282.0
9429-35648,,12649061.0
9467-43091,"(23.12174, 113.21563)",12646510.0
9426-15109,"(23.12933, 113.34502)",12641381.0
9731-26,"(23.20945, 113.28583)",12638185.0
10031-39317,,12637173.0
10013-49432,"(23.24068, 113.20393)",12636559.0
10018-24153,,12632565.0
10041-37072,"(23.1935, 113.25817)",12630457.0
10320-34782,"(23.20893, 113.27092)",12629710.0
9492-51547,,12621711.0
9422-40951,"(23.19623, 113.36398)",12617942.0
9473-36106,,12613824.0
9462-19757,"(23.0739, 113.272)",12604382.0
9484-911,"(23.11807, 113.28037)",12602656.0
9480-36822,"(23.08658, 113.34926)",12599393.0
9424-38455,"(23.10179, 113.38033)",12598365.0
10026-16233,"(23.21808, 113.33023)",12598263.0
10317-14861,"(23.15741, 113.25684)",12597479.0
10041-21004,"(23.18541, 113.24778)",12594452.0
10314-19184,"(23.0813, 113.3103)",12593810.0
9467-65400,"(23.126307, 113.224453)",12587385.0
9746-35111,"(23.16539, 113.19776)",12587363.0
10008-54462,,12587194.0
9461-31664,,12585190.0
10325-18251,"(23.16961, 113.3511)",12584831.0
10006-51213,,12584194.0
9728-20006,,12583861.0
9450-25915,"(23.14361, 113.27006)",12581088.0
10320-33184,"(23.22425, 113.26273)",12580952.0
10017-28658,"(23.12219, 113.30543)",12580104.0
9743-18593,,12576701.0
9509-10417,"(23.11699, 113.40698)",12574957.0
9500-28053,"(23.093622, 113.27104)",12558078.0
10323-36013,,12557635.0
9692-22692,,12556547.0
10041-25979,"(23.19487, 113.24855)",12555672.0
10022-33567,,12554369.0
9442-42485,,12549735.0
9437-40242,,12544384.0
10315-29721,"(23.14945, 113.25473)",12544065.0
10332-17673,,12529827.0
9739-45707,,12529011.0
10323-19934,,12524420.0
9747-59354,"(23.19687, 113.32605)",12524143.0
10021-34321,,12523920.0
9431-22568,,12522941.0
10303-56992,,12522208.0
9481-11221,"(23.101572, 113.248142)",12520119.0
9741-33003,,12519465.0
10023-18644,,12518656.0
9467-17732,"(23.11379, 113.23203)",12514034.0
9467-17735,"(23.11379, 113.23203)",12511015.0
10327-18773,"(23.15418, 113.30683)",12510145.0
10038-50536,,12507764.0
9437-17026,"(23.13657, 113.24393)",12506947.0
9467-65423,"(23.11865, 113.1996)",12500417.0
9486-38731,"(23.19616, 113.26445)",12497109.0
10302-51104,"(23.06071, 113.52245)",12495399.0
9445-32797,,12495156.0
9509-33134,"(23.11554, 113.39341)",12494969.0
10042-45877,,12493354.0
10303-17381,,12488841.0
9429-65429,,12487343.0
10303-34913,,12486150.0
9449-40924,"(23.371, 113.29555)",12484807.0
10307-34593,,12480210.0
9445-50722,,12479235.0
9741-65437,,12475137.0
9474-33647,"(23.1382, 113.33439)",12474089.0
10321-37897,"(23.35845, 113.26737)",12472441.0
9445-18531,"(23.02972, 113.3327)",12472338.0
9748-2422,"(23.59607, 113.44893)",12470689.0
9510-15782,"(23.26114, 113.31872)",12470596.0
9436-29573,"(23.11871, 113.25063)",12469052.0
10332-14677,,12467351.0
10308-18495,,12459623.0
9455-22541,,12459261.0
9464-38178,"(23.3847, 113.4441)",12457642.0
9444-53801,,12454206.0
10041-44832,,12452464.0
9736-17047,"(23.04244, 113.3252)",12452187.0
10327-36799,"(23.15775, 113.30698)",12448797.0
10039-48265,"(23.50388, 113.61556)",12447870.0
9464-47921,,12445618.0
9477-23635,"(23.27271, 113.21787)",12445004.0
9495-23167,"(23.135, 113.32195)",12430756.0
10323-36635,,12425929.0
10031-33998,,12421623.0
10035-47201,"(23.23003, 113.26116)",12420653.0
9500-41072,"(23.09388, 113.26823)",12420641.0
9506-11338,"(23.8386, 113.77217)",12420431.0
9460-50146,"(23.07753, 113.20559)",12420351.0
9434-36292,,12419668.0
10309-44035,,12414888.0
9423-23445,"(23.12825, 113.31206)",12414013.0
9493-14747,"(23.12854, 113.38966)",12412012.0
9692-51668,,12408454.0
9441-38411,,12406052.0
9999-53012,,12403082.0
9736-14177,,12402386.0
10306-14599,,12401590.0
9425-54182,,12393079.0
9475-29018,"(23.14481, 113.45357)",12391727.0
10304-56863,"(23.25877, 113.23181)",12389853.0
10003-30695,"(23.22708, 113.24684)",12387413.0
10324-28262,"(23.55352, 113.58278)",12385583.0
10318-17976,"(23.20053, 113.21996)",12385467.0
10033-20915,"(23.15363, 113.40107)",12384722.0
10044-51333,"(23.53723, 113.57695)",12383768.0
9444-22901,"(23.062191, 113.244917)",12382748.0
10023-27041,,12373850.0
9475-46254,,12370400.0
10037-15889,,12364284.0
9450-18912,"(23.14486, 113.28203)",12364010.0
10018-24175,,12362142.0
9483-54344,"(23.11171, 113.42005)",12361962.0
9475-24478,"(23.14012, 113.46509)",12361638.0
9439-49197,"(23.17007, 113.24923)",12360328.0
9464-24788,,12359486.0
10010-53365,,12351116.0
10007-13205,,12349426.0
10325-18253,"(23.16961, 113.3511)",12346580.0
10018-24142,,12344645.0
9482-45322,"(23.107343, 113.270117)",12341749.0
10013-25111,"(23.21452, 113.20702)",12340677.0
9484-907,"(23.11341, 113.27096)",12340278.0
10018-21027,,12338368.0
9747-18152,"(23.20694, 113.31917)",12334621.0
10038-10473,"(23.13725, 113.50618)",12331372.0
9508-31979,"(23.12097, 113.27084)",12329629.0
10042-26868,"(23.13195, 113.37781)",12323268.0
9459-17073,"(23.13175, 113.35169)",12319942.0
10326-44257,,12319050.0
10324-56847,"(23.57179, 113.62936)",12314454.0
10300-3872,,12311057.0
10007-44787,,12310567.0
9457-11534,"(23.38407, 113.39731)",12308456.0
10315-48247,"(23.14729, 113.25433)",12302987.0
10311-42428,,12302944.0
9452-27159,"(23.12616, 113.28309)",12299905.0
10313-43014,"(23.110084, 113.232923)",12296652.0
10036-48147,,12292584.0
10021-20273,,12284718.0
10007-58342,,12284700.0
9422-40974,"(23.19946, 113.36227)",12283621.0
9430-18316,"(23.24692, 113.25297)",12283447.0
10327-18784,"(23.14974, 113.30453)",12282313.0
9434-36347,,12280942.0
9449-29332,"(23.42458, 113.311)",12280543.0
9451-34654,,12276574.0
10030-27294,"(23.117174, 113.243516)",12275610.0
9462-36088,"(23.06867, 113.28644)",12275251.0
10043-19262,"(23.14294, 113.31184)",12273231.0
10308-36033,"(23.22505, 113.66467)",12272339.0
10305-16319,"(23.25778, 113.2814)",12272049.0
9430-57106,"(23.25412, 113.25569)",12270177.0
9461-13436,,12262881.0
9692-36417,,12261329.0
9459-36824,"(23.13691, 113.35691)",12259609.0
10305-51097,"(23.24932, 113.26685)",12259160.0
10309-17663,,12258100.0
9438-52417,"(23.0906, 113.30322)",12254992.0
9467-16718,"(23.127688, 113.228654)",12254500.0
10323-12994,,12252911.0
10034-48661,,12250693.0
10027-12104,,12249883.0
9462-33764,"(23.0919, 113.265)",12244712.0
9493-54043,"(23.13194, 113.38399)",12238490.0
10043-38398,"(23.14464, 113.29667)",12237745.0
9444-32362,"(23.068171, 113.298795)",12234648.0
9455-22523,,12231170.0
9484-20375,"(23.11807, 113.28037)",12229921.0
9461-58662,,12227402.0
10321-45736,,12224710.0
10305-51098,"(23.24932, 113.26685)",12220309.0
10326-22248,,12217988.0
10305-16316,"(23.26654, 113.28487)",12217479.0
10306-59684,,12216315.0
10309-38253,,12215496.0
10306-1083,,12214609.0
9469-11179,"(23.09822, 113.31731)",12210327.0
10033-38674,"(23.15703, 113.42341)",12209946.0
10024-52496,,12207777.0
9509-21743,"(23.11762, 113.38753)",12201371.0
9487-61983,"(23.1446, 113.2165)",12198854.0
10305-33714,"(23.25381, 113.28327)",12191774.0
9462-30811,"(23.072013, 113.264145)",12191637.0
9437-16927,"(23.13453, 113.24578)",12188423.0
9999-44028,"(23.16516, 113.31534)",12185671.0
9510-59067,"(23.25957, 113.31485)",12179422.0
10016-15761,"(23.075, 113.34444)",12178839.0
10316-27415,"(23.12361, 113.26433)",12175882.0
9487-61965,"(23.140276, 113.216681)",12174946.0
10333-24273,,12166425.0
9469-39592,"(23.09344, 113.32816)",12166018.0
9475-18183,"(23.13354, 113.45004)",12163415.0
10027-48218,,12156301.0
9432-22758,,12152037.0
9432-22787,,12148101.0
10303-34921,,12145529.0
9439-13191,"(23.16817, 113.25944)",12139819.0
10036-15683,"(23.23448, 113.29369)",12139167.0
9442-27967,"(23.05581, 113.39036)",12139113.0
10332-31972,,12134126.0
10036-47874,,12132285.0
10016-51295,"(23.09638, 113.39252)",12130174.0
10013-28671,"(23.22554, 113.21238)",12129834.0
9734-29154,"(23.15596, 113.24563)",12126280.0
9734-57784,"(23.15099, 113.24082)",12122583.0
9429-58821,,12120435.0
9472-50218,,12120104.0
10018-34381,,12117237.0
9452-33086,"(23.12625, 113.28959)",12117101.0
10317-13232,"(23.16818, 113.24789)",12111867.0
10013-19521,"(23.21977, 113.22781)",12111799.0
9999-45983,"(23.17014, 113.31768)",12105882.0
10040-29998,,12105665.0
9506-48368,"(23.71723, 113.86112)",12104951.0
10328-23304,"(23.13409, 113.29819)",12102304.0
10319-16119,"(23.27912, 113.37563)",12101539.0
9445-22438,,12098295.0
10021-43194,,12098294.0
10333-21161,,12093835.0
9747-21541,"(23.19877, 113.32167)",12091913.0
10318-31284,"(23.17781, 113.23781)",12088656.0
10302-55754,,12087049.0
10323-18568,,12084650.0
10003-19808,"(23.19983, 113.24485)",12083709.0
10325-10264,,12082710.0
9458-25209,"(23.074208, 113.236352)",12082660.0
10302-30606,"(23.0581, 113.52059)",12081291.0
9482-29668,"(23.1035, 113.27345)",12078656.0
9450-18904,"(23.14559, 113.28918)",12073850.0
10323-18563,,12072697.0
9474-11845,"(23.14135, 113.33508)",12072472.0
10040-56528,,12070945.0
10023-51133,,12066840.0
10037-24071,,12064563.0
10332-39018,,12062038.0
9474-14371,"(23.13556, 113.32973)",12061157.0
10327-36697,"(23.15775, 113.30698)",12056458.0
9434-36294,,12054068.0
10323-12127,,12053653.0
9459-14029,"(23.14075, 113.34617)",12048307.0
9508-27156,"(23.12745, 113.27929)",12047761.0
9449-29367,"(23.36971, 113.29455)",12046278.0
10324-28064,"(23.54882, 113.59378)",12043634.0
10036-52974,,12039756.0
10327-21658,"(23.15269, 113.31107)",12035225.0
10302-53294,,12032691.0
9736-46031,"(23.03872, 113.32164)",12030127.0
9455-55407,,12028206.0
9664-31785,,12027169.0
9442-33378,,12026103.0
10035-22857,"(23.23288, 113.27364)",12023238.0
10313-11311,"(23.11023, 113.24679)",12021100.0
9464-14453,"(23.35163, 113.54634)",12016233.0
9484-44384,"(23.109262, 113.259738)",12015895.0
9741-51654,,12012232.0
10017-14584,"(23.12432, 113.29464)",12011163.0
10323-36671,,12005369.0
9510-25172,"(23.26388, 113.30038)",12005229.0
9741-61524,,12003173.0
10314-19177,"(23.06391, 113.30655)",12001143.0
10033-16615,"(23.15945, 113.4019)",11994259.0
9434-33853,,11992622.0
9506-37151,"(23.62056, 113.70305)",11991032.0
9449-22407,"(23.38001, 113.32205)",11987642.0
9488-28237,"(23.13708, 113.30941)",11986122.0
10303-34301,,11983480.0
9467-16517,"(23.126307, 113.224453)",11982956.0
10007-10944,,11982651.0
9434-23578,,11980175.0
9432-51216,,11975942.0
10329-34264,"(23.16369, 113.26403)",11973673.0
10307-24314,,11971772.0
10327-25735,"(23.15407, 113.30444)",11968942.0
10326-17628,,11961212.0
10021-17748,,11959302.0
9745-25121,,11956758.0
9447-25762,,11956317.0
10018-24193,,11953665.0
10018-34161,,11939230.0
9448-22861,"(23.28473, 113.28112)",11938176.0
9746-65406,"(23.15378, 113.2017)",11935587.0
9422-26728,"(23.19623, 113.36398)",11934503.0
9435-24784,,11934008.0
9508-27813,"(23.12536, 113.27768)",11931673.0
9506-48341,"(23.64119, 113.63287)",11931309.0
10319-22907,"(23.28732, 113.30583)",11930212.0
10327-18785,"(23.14974, 113.30453)",11929073.0
10007-12981,,11928543.0
9467-65432,"(23.10361, 113.2069)",11925810.0
9495-23204,"(23.13666, 113.32515)",11925275.0
9483-52923,"(23.12125, 113.41186)",11924337.0
9424-24929,"(23.10184, 113.37471)",11922709.0
10326-10457,,11922602.0
9458-15913,"(23.08536, 113.22553)",11918967.0
9462-30809,"(23.0739, 113.272)",11914428.0
9510-15781,"(23.26114, 113.31872)",11912820.0
10317-50243,"(23.16815, 113.24548)",11910802.0
10027-35982,,11904282.0
9483-28111,"(23.10645, 113.43617)",11903033.0
9493-36613,"(23.1234, 113.39597)",11901176.0
9438-15757,"(23.08906, 113.29397)",11898824.0
9432-22813,,11897222.0
10314-57657,,11895641.0
10304-12910,"(23.23594, 113.22165)",11895524.0
10325-50189,"(23.17106, 113.37048)",11895189.0
10006-21338,,11895005.0
9488-23292,"(23.13808, 113.30377)",11894854.0
10004-25197,"(23.19022, 113.32805)",11894664.0
10031-21697,,11891704.0
10034-46948,"(23.12206, 113.39948)",11890937.0
10040-26634,"(23.17755, 113.50379)",11886878.0
9740-31795,,11885707.0
10023-18637,,11884779.0
9472-1439,"(23.13364, 113.3129)",11883937.0
10037-24091,,11882795.0
10329-34251,"(23.16164, 113.26753)",11882489.0
9472-15089,"(23.13529, 113.33533)",11879943.0
10032-39152,,11878714.0
10038-30517,"(23.15961, 113.48734)",11878272.0
10302-26429,"(23.08756, 113.52245)",11876473.0
10024-65403,,11874381.0
10312-16738,"(23.125549, 113.240912)",11871921.0
10021-17751,,11871689.0
10299-34775,"(23.11448, 113.36048)",11870229.0
9734-30652,"(23.15633, 113.22611)",11865825.0
9434-46014,,11865177.0
10022-35256,,11863712.0
9444-16177,,11860865.0
10007-58341,,11859807.0
10327-18787,"(23.15361, 113.30271)",11857541.0
10022-35761,,11857493.0
9739-16431,,11854316.0
10023-36006,,11853614.0
9445-49903,"(23.04198, 113.32971)",11845580.0
10018-12229,,11843891.0
9479-37596,"(23.15026, 113.33449)",11843611.0
9736-17048,"(23.04244, 113.3252)",11838267.0
9448-37734,"(23.27931, 113.28476)",11837574.0
9455-31862,,11836604.0
9449-28884,"(23.38948, 113.29761)",11829423.0
10314-19176,"(23.06595, 113.31128)",11827045.0
9692-36262,,11822058.0
9454-31741,"(23.09157, 113.29378)",11819185.0
9747-12871,"(23.20801, 113.32414)",11817149.0
10332-52931,,11814034.0
10024-32644,,11813002.0
9447-46553,,11810514.0
10309-65410,,11804180.0
10332-55454,,11800953.0
9473-12063,,11797989.0
9422-26462,"(23.19515, 113.36123)",11792743.0
9510-51875,"(23.26624, 113.30507)",11788358.0
9509-25654,"(23.11557, 113.41193)",11783906.0
9508-59395,"(23.12869, 113.2683)",11782800.0
9664-49807,,11778033.0
10027-51153,,11777605.0
9449-29238,"(23.38948, 113.29761)",11776506.0
9493-38815,"(23.12819, 113.37853)",11775194.0
10030-27311,"(23.11861, 113.2433)",11774011.0
10009-34557,"(23.12905, 113.26996)",11764391.0
10332-36113,,11758217.0
10023-58165,,11755223.0
10317-45264,,11752773.0
9431-10493,,11752466.0
10034-37693,"(23.12488, 113.40398)",11749224.0
9431-17577,,11748908.0
10035-21634,"(23.23232, 113.25619)",11747308.0
10316-30594,"(23.12981, 113.2624)",11744371.0
10306-57146,,11742167.0
10316-11531,"(23.12511, 113.26281)",11738247.0
9436-19921,"(23.11867, 113.24672)",11737114.0
10321-26891,"(23.34785, 113.2916)",11736649.0
9448-16295,"(23.27821, 113.29841)",11734735.0
9742-53304,,11734293.0
10310-20132,,11732733.0
10312-16952,"(23.13583, 113.2408)",11727004.0
10323-13079,,11726664.0
10320-12864,"(23.21618, 113.24716)",11719747.0
10004-20603,"(23.18446, 113.31601)",11718992.0
10023-40391,,11717439.0
10031-39311,,11713272.0
10041-10591,"(23.18633, 113.24561)",11707415.0
10309-40217,,11704864.0
10332-12146,,11700848.0
9461-58661,,11695929.0
10004-18088,"(23.18647, 113.31395)",11695072.0
10031-39346,,11694599.0
10033-47939,"(23.16441, 113.42128)",11694569.0
10333-46798,,11688412.0
9424-20964,"(23.088448, 113.367784)",11685705.0
10333-24275,,11682459.0
10329-16879,"(23.14712, 113.27288)",11679900.0
10014-65400,"(23.13833, 113.2244)",11677233.0
9423-28679,"(23.12139, 113.31437)",11675166.0
9469-10514,"(23.09536, 113.32397)",11674341.0
9728-58191,"(23.17279, 113.22969)",11671508.0
9495-46747,,11670063.0
9483-23101,"(23.11523, 113.43675)",11669373.0
9489-50406,"(23.132096, 113.247489)",11668927.0
10299-23105,"(23.11338, 113.36214)",11667905.0
10007-25991,,11665801.0
10021-17743,,11662268.0
10303-13377,,11661971.0
10332-55552,,11661592.0
9692-51685,,11660601.0
9492-44405,,11657593.0
10021-12217,"(23.58597, 113.41597)",11656964.0
9459-14056,"(23.13747, 113.35884)",11655395.0
9448-49983,"(23.27685, 113.27941)",11653117.0
10031-20282,,11651121.0
9692-51666,,11643737.0
9484-1802,"(23.11909, 113.27773)",11638478.0
10303-47063,,11638466.0
10299-33257,"(23.1195, 113.35474)",11637673.0
9664-22714,,11636890.0
9745-16105,,11635484.0
9742-18619,,11635414.0
10303-47083,,11633776.0
10318-61871,"(23.1895, 113.21997)",11632162.0
9742-27022,,11631879.0
9487-28001,"(23.15142, 113.22368)",11631840.0
9455-14659,,11630733.0
10333-50917,,11629973.0
10300-12814,,11628880.0
9472-15084,"(23.13306, 113.33501)",11628468.0
9461-23057,,11626930.0
9492-54759,,11624722.0
10312-16729,"(23.12384, 113.23245)",11620588.0
10022-65426,,11620260.0
9445-45524,,11619440.0
10042-26867,"(23.13195, 113.37781)",11618205.0
10023-46145,,11612735.0
9479-18811,"(23.15827, 113.31586)",11612342.0
10034-59188,,11606484.0
9457-11535,"(23.38407, 113.39731)",11604451.0
10023-24734,,11603374.0
9444-19802,"(23.068825, 113.293078)",11602932.0
9474-14734,"(23.13642, 113.333)",11601027.0
9742-55542,,11600707.0
10313-11313,"(23.11023, 113.24679)",11596244.0
9437-30934,"(23.13557, 113.25101)",11596092.0
10023-53137,,11593195.0
10310-15015,,11589029.0
9508-27821,"(23.12917, 113.2786)",11588988.0
10306-1142,,11587497.0
9467-39028,"(23.12124, 113.21515)",11587206.0
10303-47059,,11586171.0
9493-38682,,11585466.0
9481-59702,"(23.10009, 113.24489)",11584937.0
10317-57866,"(23.16273, 113.24631)",11582714.0
9739-36123,,11581650.0
10333-19844,,11580669.0
10023-34663,,11580005.0
10319-54627,"(23.29792, 113.34123)",11579720.0
10044-39928,"(23.5535, 113.57271)",11579713.0
9467-15397,"(23.11394, 113.21491)",11577886.0
10312-55004,,11574862.0
9486-57687,"(23.20659, 113.2652)",11573352.0
9442-22635,,11573192.0
10022-22617,,11571467.0
9422-33067,"(23.20095, 113.36056)",11565730.0
10013-18023,"(23.2063, 113.23144)",11564122.0
9509-28384,"(23.11737, 113.40553)",11563058.0
10306-39674,,11560556.0
9487-28003,"(23.15142, 113.22368)",11559852.0
10322-33724,"(23.30343, 113.35381)",11559340.0
9731-17947,"(23.20554, 113.27105)",11556947.0
10026-38647,"(23.20495, 113.36596)",11555293.0
9467-32251,"(23.11052, 113.21275)",11553968.0
9734-29773,"(23.15089, 113.24441)",11553805.0
10327-20415,"(23.15269, 113.31107)",11552868.0
10321-12902,"(23.33702, 113.25794)",11551970.0
9675-62073,,11544683.0
10013-18713,"(23.20825, 113.22677)",11543751.0
9481-52744,"(23.09841, 113.25066)",11541652.0
10307-33634,,11531247.0
9483-23098,"(23.10089, 113.43608)",11523570.0
10015-30701,"(23.11171, 113.54012)",11522951.0
10034-40324,"(23.14593, 113.39971)",11522888.0
9435-10744,,11520934.0
10041-19397,"(23.1964, 113.25281)",11517731.0
9736-42354,,11516610.0
10039-38073,"(23.44763, 113.49456)",11513912.0
10314-19174,"(23.06595, 113.31128)",11513509.0
9475-26644,"(23.14011, 113.4492)",11512939.0
9422-50681,,11511086.0
10310-15287,,11510367.0
9739-40197,,11510158.0
10324-28202,"(23.54777, 113.59084)",11506187.0
10321-24514,"(23.34785, 113.2916)",11505319.0
9469-26074,"(23.0948, 113.314)",11502878.0
9464-14941,"(23.34578, 113.56285)",11502780.0
10315-54267,"(23.15359, 113.25215)",11500325.0
10007-17492,,11500159.0
9486-45114,"(23.19689, 113.26913)",11499841.0
